_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,ICD10Codes,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF,HospitalResidentsCount,HospitalResidentsCountQF,HospitalResidentsRates,HospitalResidentsRatesQF
7216,2018/19,S08000029, ,Total,d,F00 - F09 or Chapter G and second position F00,1520, ,408.7, ,730, ,196.28, ,60, ,16.13, 
7217,2018/19,S08000029, ,SMR01, ,F00 - F09 or Chapter G and second position F00,1270, ,341.48, ,610, ,164.02, , ,:, ,:
7218,2018/19,S08000029, ,SMR04, ,F00 - F09 or Chapter G and second position F00,250, ,67.22, ,150, ,40.33, ,60, ,16.13, 
7219,2018/19,S08000029, ,Total,d,"F50 - F59, F70 - F99",40, ,10.76, ,30, ,8.07, ,0, ,0, 
7220,2018/19,S08000029, ,SMR01, ,"F50 - F59, F70 - F99",20, ,5.38, ,20, ,5.38, , ,:, ,:
7221,2018/19,S08000029, ,SMR04, ,"F50 - F59, F70 - F99",20, ,5.38, ,10, ,2.69, ,0, ,0, 
7222,2018/19,S08000029, ,Total,d,F20 - F29,400, ,107.55, ,240, ,64.53, ,80, ,21.51, 
7223,2018/19,S08000029, ,SMR01, ,F20 - F29,10, ,2.69, ,10, ,2.69, , ,:, ,:
7224,2018/19,S08000029, ,SMR04, ,F20 - F29,380, ,102.18, ,230, ,61.84, ,80, ,21.51, 
7225,2018/19,S08000019, ,Total,d,F60 - F69,170, ,55.54, ,80, ,26.14, ,10, ,3.27, 
7226,2018/19,S08000019, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7227,2018/19,S08000019, ,SMR04, ,F60 - F69,160, ,52.28, ,80, ,26.14, ,10, ,3.27, 
7228,2018/19,S08000019, ,Total,d,F10 - F19,710, ,231.97, ,420, ,137.22, ,10, ,3.27, 
7229,2018/19,S08000019, ,SMR01, ,F10 - F19,510, ,166.63, ,280, ,91.48, , ,:, ,:
7230,2018/19,S08000019, ,SMR04, ,F10 - F19,200, ,65.34, ,160, ,52.28, ,10, ,3.27, 
7231,2018/19,S08000019, ,Total,d,F30 - F39,230, ,75.15, ,170, ,55.54, ,10, ,3.27, 
7232,2018/19,S08000019, ,SMR01, ,F30 - F39,20, ,6.53, ,10, ,3.27, , ,:, ,:
7233,2018/19,S08000019, ,SMR04, ,F30 - F39,210, ,68.61, ,160, ,52.28, ,10, ,3.27, 
7234,2018/19,S08000019, ,Total,d,F40 - F49,130, ,42.47, ,110, ,35.94, ,0, ,0, 
7235,2018/19,S08000019, ,SMR01, ,F40 - F49,40, ,13.07, ,30, ,9.8, , ,:, ,:
7236,2018/19,S08000019, ,SMR04, ,F40 - F49,90, ,29.41, ,80, ,26.14, ,0, ,0, 
7237,2018/19,S08000019, ,Total,d,F00 - F09 or Chapter G and second position F00,480, ,156.83, ,320, ,104.55, ,40, ,13.07, 
7238,2018/19,S08000019, ,SMR01, ,F00 - F09 or Chapter G and second position F00,290, ,94.75, ,170, ,55.54, , ,:, ,:
7239,2018/19,S08000019, ,SMR04, ,F00 - F09 or Chapter G and second position F00,190, ,62.08, ,150, ,49.01, ,40, ,13.07, 
7240,2018/19,S08000019, ,Total,d,"F50 - F59, F70 - F99",30, ,9.8, ,30, ,9.8, ,0, ,0, 
7241,2018/19,S08000019, ,SMR01, ,"F50 - F59, F70 - F99",20, ,6.53, ,10, ,3.27, , ,:, ,:
7242,2018/19,S08000019, ,SMR04, ,"F50 - F59, F70 - F99",20, ,6.53, ,20, ,6.53, ,0, ,0, 
7243,2018/19,S08000019, ,Total,d,F20 - F29,310, ,101.28, ,190, ,62.08, ,50, ,16.34, 
7244,2018/19,S08000019, ,SMR01, ,F20 - F29,10, ,3.27, ,10, ,3.27, , ,:, ,:
7245,2018/19,S08000019, ,SMR04, ,F20 - F29,300, ,98.02, ,190, ,62.08, ,50, ,16.34, 
7246,2018/19,S08000020, ,Total,d,F60 - F69,240, ,41.06, ,150, ,25.66, ,10, ,1.71, 
7247,2018/19,S08000020, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7248,2018/19,S08000020, ,SMR04, ,F60 - F69,230, ,39.35, ,140, ,23.95, ,10, ,1.71, 
7249,2018/19,S08000020, ,Total,d,F10 - F19,780, ,133.44, ,530, ,90.67, ,10, ,1.71, 
7250,2018/19,S08000020, ,SMR01, ,F10 - F19,660, ,112.91, ,440, ,75.27, , ,:, ,:
7251,2018/19,S08000020, ,SMR04, ,F10 - F19,120, ,20.53, ,110, ,18.82, ,10, ,1.71, 
7252,2018/19,S08000020, ,Total,d,F30 - F39,490, ,83.83, ,360, ,61.59, ,50, ,8.55, 
7253,2018/19,S08000020, ,SMR01, ,F30 - F39,20, ,3.42, ,10, ,1.71, , ,:, ,:
7254,2018/19,S08000020, ,SMR04, ,F30 - F39,470, ,80.4, ,350, ,59.88, ,50, ,8.55, 
7255,2018/19,S08000020, ,Total,d,F40 - F49,190, ,32.5, ,170, ,29.08, ,10, ,1.71, 
7256,2018/19,S08000020, ,SMR01, ,F40 - F49,70, ,11.98, ,60, ,10.26, , ,:, ,:
7257,2018/19,S08000020, ,SMR04, ,F40 - F49,120, ,20.53, ,110, ,18.82, ,10, ,1.71, 
7258,2018/19,S08000020, ,Total,d,F00 - F09 or Chapter G and second position F00,870, ,148.83, ,570, ,97.51, ,60, ,10.26, 
7259,2018/19,S08000020, ,SMR01, ,F00 - F09 or Chapter G and second position F00,650, ,111.2, ,390, ,66.72, , ,:, ,:
7260,2018/19,S08000020, ,SMR04, ,F00 - F09 or Chapter G and second position F00,220, ,37.64, ,200, ,34.21, ,60, ,10.26, 
7261,2018/19,S08000020, ,Total,d,"F50 - F59, F70 - F99",100, ,17.11, ,70, ,11.98, ,10, ,1.71, 
7262,2018/19,S08000020, ,SMR01, ,"F50 - F59, F70 - F99",40, ,6.84, ,30, ,5.13, , ,:, ,:
7263,2018/19,S08000020, ,SMR04, ,"F50 - F59, F70 - F99",60, ,10.26, ,40, ,6.84, ,10, ,1.71, 
7264,2018/19,S08000020, ,Total,d,F20 - F29,520, ,88.96, ,320, ,54.74, ,100, ,17.11, 
7265,2018/19,S08000020, ,SMR01, ,F20 - F29,10, ,1.71, ,10, ,1.71, , ,:, ,:
7266,2018/19,S08000020, ,SMR04, ,F20 - F29,510, ,87.25, ,320, ,54.74, ,100, ,17.11, 
7267,2018/19,S08000031, ,Total,d,F60 - F69,660, ,56.17, ,340, ,28.94, ,40, ,3.4, 
7268,2018/19,S08000031, ,SMR01, ,F60 - F69,10, ,0.85, ,10, ,0.85, , ,:, ,:
7269,2018/19,S08000031, ,SMR04, ,F60 - F69,650, ,55.32, ,330, ,28.09, ,40, ,3.4, 
7270,2018/19,S08000031, ,Total,d,F10 - F19,6860, ,583.84, ,3000, ,255.32, ,60, ,5.11, 
7271,2018/19,S08000031, ,SMR01, ,F10 - F19,5780, ,491.92, ,2290, ,194.9, , ,:, ,:
7272,2018/19,S08000031, ,SMR04, ,F10 - F19,1080, ,91.92, ,880, ,74.89, ,60, ,5.11, 
7273,2018/19,S08000031, ,Total,d,F30 - F39,1430, ,121.7, ,970, ,82.55, ,140, ,11.92, 
7274,2018/19,S08000031, ,SMR01, ,F30 - F39,110, ,9.36, ,50, ,4.26, , ,:, ,:
7275,2018/19,S08000031, ,SMR04, ,F30 - F39,1320, ,112.34, ,940, ,80, ,140, ,11.92, 
7276,2018/19,S08000031, ,Total,d,F40 - F49,640, ,54.47, ,460, ,39.15, ,30, ,2.55, 
7277,2018/19,S08000031, ,SMR01, ,F40 - F49,260, ,22.13, ,170, ,14.47, , ,:, ,:
7278,2018/19,S08000031, ,SMR04, ,F40 - F49,370, ,31.49, ,290, ,24.68, ,30, ,2.55, 
7279,2018/19,S08000031, ,Total,d,F00 - F09 or Chapter G and second position F00,3180, ,270.64, ,1310, ,111.49, ,160, ,13.62, 
7280,2018/19,S08000031, ,SMR01, ,F00 - F09 or Chapter G and second position F00,2700, ,229.79, ,980, ,83.41, , ,:, ,:
7281,2018/19,S08000031, ,SMR04, ,F00 - F09 or Chapter G and second position F00,490, ,41.7, ,360, ,30.64, ,160, ,13.62, 
7282,2018/19,S08000031, ,Total,d,"F50 - F59, F70 - F99",340, ,28.94, ,220, ,18.72, ,60, ,5.11, 
7283,2018/19,S08000031, ,SMR01, ,"F50 - F59, F70 - F99",90, ,7.66, ,50, ,4.26, , ,:, ,:
7284,2018/19,S08000031, ,SMR04, ,"F50 - F59, F70 - F99",240, ,20.43, ,170, ,14.47, ,60, ,5.11, 
7285,2018/19,S08000031, ,Total,d,F20 - F29,1780, ,151.49, ,1000, ,85.11, ,340, ,28.94, 
7286,2018/19,S08000031, ,SMR01, ,F20 - F29,100, ,8.51, ,50, ,4.26, , ,:, ,:
7287,2018/19,S08000031, ,SMR04, ,F20 - F29,1680, ,142.98, ,970, ,82.55, ,340, ,28.94, 
7288,2018/19,S08000022, ,Total,d,F60 - F69,120, ,37.29, ,100, ,31.08, ,10, ,3.11, 
7289,2018/19,S08000022, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7290,2018/19,S08000022, ,SMR04, ,F60 - F69,120, ,37.29, ,90, ,27.97, ,10, ,3.11, 
7291,2018/19,S08000022, ,Total,d,F10 - F19,770, ,239.28, ,470, ,146.05, ,10, ,3.11, 
7292,2018/19,S08000022, ,SMR01, ,F10 - F19,600, ,186.45, ,340, ,105.66, , ,:, ,:
7293,2018/19,S08000022, ,SMR04, ,F10 - F19,170, ,52.83, ,150, ,46.61, ,10, ,3.11, 
7294,2018/19,S08000022, ,Total,d,F30 - F39,210, ,65.26, ,170, ,52.83, ,10, ,3.11, 
7295,2018/19,S08000022, ,SMR01, ,F30 - F39,40, ,12.43, ,30, ,9.32, , ,:, ,:
7296,2018/19,S08000022, ,SMR04, ,F30 - F39,170, ,52.83, ,140, ,43.51, ,10, ,3.11, 
7297,2018/19,S08000022, ,Total,d,F40 - F49,190, ,59.04, ,160, ,49.72, ,0, ,0, 
7298,2018/19,S08000022, ,SMR01, ,F40 - F49,120, ,37.29, ,100, ,31.08, , ,:, ,:
7299,2018/19,S08000022, ,SMR04, ,F40 - F49,70, ,21.75, ,60, ,18.65, ,0, ,0, 
7300,2018/19,S08000022, ,Total,d,F00 - F09 or Chapter G and second position F00,460, ,142.95, ,280, ,87.01, ,30, ,9.32, 
7301,2018/19,S08000022, ,SMR01, ,F00 - F09 or Chapter G and second position F00,370, ,114.98, ,210, ,65.26, , ,:, ,:
7302,2018/19,S08000022, ,SMR04, ,F00 - F09 or Chapter G and second position F00,90, ,27.97, ,80, ,24.86, ,30, ,9.32, 
7303,2018/19,S08000022, ,Total,d,"F50 - F59, F70 - F99",40, ,12.43, ,30, ,9.32, ,0, ,0, 
7304,2018/19,S08000022, ,SMR01, ,"F50 - F59, F70 - F99",30, ,9.32, ,20, ,6.22, , ,:, ,:
7305,2018/19,S08000022, ,SMR04, ,"F50 - F59, F70 - F99",10, ,3.11, ,10, ,3.11, ,0, ,0, 
7306,2018/19,S08000022, ,Total,d,F20 - F29,240, ,74.58, ,170, ,52.83, ,40, ,12.43, 
7307,2018/19,S08000022, ,SMR01, ,F20 - F29,40, ,12.43, ,30, ,9.32, , ,:, ,:
7308,2018/19,S08000022, ,SMR04, ,F20 - F29,200, ,62.15, ,150, ,46.61, ,40, ,12.43, 
7309,2018/19,S08000032, ,Total,d,F60 - F69,180, ,27.31, ,110, ,16.69, ,10, ,1.52, 
7310,2018/19,S08000032, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7311,2018/19,S08000032, ,SMR04, ,F60 - F69,180, ,27.31, ,110, ,16.69, ,10, ,1.52, 
7312,2018/19,S08000032, ,Total,d,F10 - F19,2120, ,321.6, ,950, ,144.11, ,20, ,3.03, 
7313,2018/19,S08000032, ,SMR01, ,F10 - F19,1780, ,270.02, ,720, ,109.22, , ,:, ,:
7314,2018/19,S08000032, ,SMR04, ,F10 - F19,340, ,51.58, ,260, ,39.44, ,20, ,3.03, 
7315,2018/19,S08000032, ,Total,d,F30 - F39,420, ,63.71, ,270, ,40.96, ,40, ,6.07, 
7316,2018/19,S08000032, ,SMR01, ,F30 - F39,60, ,9.1, ,30, ,4.55, , ,:, ,:
7317,2018/19,S08000032, ,SMR04, ,F30 - F39,360, ,54.61, ,240, ,36.41, ,40, ,6.07, 
7318,2018/19,S08000032, ,Total,d,F40 - F49,390, ,59.16, ,300, ,45.51, ,10, ,1.52, 
7319,2018/19,S08000032, ,SMR01, ,F40 - F49,240, ,36.41, ,180, ,27.31, , ,:, ,:
7320,2018/19,S08000032, ,SMR04, ,F40 - F49,150, ,22.75, ,120, ,18.2, ,10, ,1.52, 
7321,2018/19,S08000032, ,Total,d,F00 - F09 or Chapter G and second position F00,2080, ,315.53, ,730, ,110.74, ,60, ,9.1, 
7322,2018/19,S08000032, ,SMR01, ,F00 - F09 or Chapter G and second position F00,1890, ,286.71, ,620, ,94.05, , ,:, ,:
7323,2018/19,S08000032, ,SMR04, ,F00 - F09 or Chapter G and second position F00,180, ,27.31, ,140, ,21.24, ,60, ,9.1, 
7324,2018/19,S08000032, ,Total,d,"F50 - F59, F70 - F99",40, ,6.07, ,30, ,4.55, ,0, ,0, 
7325,2018/19,S08000032, ,SMR01, ,"F50 - F59, F70 - F99",20, ,3.03, ,20, ,3.03, , ,:, ,:
7326,2018/19,S08000032, ,SMR04, ,"F50 - F59, F70 - F99",20, ,3.03, ,20, ,3.03, ,0, ,0, 
7327,2018/19,S08000032, ,Total,d,F20 - F29,440, ,66.75, ,280, ,42.48, ,100, ,15.17, 
7328,2018/19,S08000032, ,SMR01, ,F20 - F29,30, ,4.55, ,20, ,3.03, , ,:, ,:
7329,2018/19,S08000032, ,SMR04, ,F20 - F29,410, ,62.2, ,270, ,40.96, ,100, ,15.17, 
7330,2018/19,S08000024, ,Total,d,F60 - F69,240, ,26.73, ,140, ,15.59, ,10, ,1.11, 
7331,2018/19,S08000024, ,SMR01, ,F60 - F69,10, ,1.11, ,10, ,1.11, , ,:, ,:
7332,2018/19,S08000024, ,SMR04, ,F60 - F69,230, ,25.62, ,130, ,14.48, ,10, ,1.11, 
7333,2018/19,S08000024, ,Total,d,F10 - F19,1340, ,149.26, ,880, ,98.02, ,20, ,2.23, 
7334,2018/19,S08000024, ,SMR01, ,F10 - F19,950, ,105.82, ,580, ,64.6, , ,:, ,:
7335,2018/19,S08000024, ,SMR04, ,F10 - F19,390, ,43.44, ,340, ,37.87, ,20, ,2.23, 
7336,2018/19,S08000024, ,Total,d,F30 - F39,1030, ,114.73, ,600, ,66.83, ,90, ,10.02, 
7337,2018/19,S08000024, ,SMR01, ,F30 - F39,70, ,7.8, ,50, ,5.57, , ,:, ,:
7338,2018/19,S08000024, ,SMR04, ,F30 - F39,960, ,106.93, ,560, ,62.38, ,90, ,10.02, 
7339,2018/19,S08000024, ,Total,d,F40 - F49,410, ,45.67, ,290, ,32.3, ,20, ,2.23, 
7340,2018/19,S08000024, ,SMR01, ,F40 - F49,230, ,25.62, ,150, ,16.71, , ,:, ,:
7341,2018/19,S08000024, ,SMR04, ,F40 - F49,180, ,20.05, ,140, ,15.59, ,20, ,2.23, 
7342,2018/19,S08000024, ,Total,d,F00 - F09 or Chapter G and second position F00,2700, ,300.75, ,1310, ,145.92, ,170, ,18.94, 
7343,2018/19,S08000024, ,SMR01, ,F00 - F09 or Chapter G and second position F00,2240, ,249.51, ,1000, ,111.39, , ,:, ,:
7344,2018/19,S08000024, ,SMR04, ,F00 - F09 or Chapter G and second position F00,450, ,50.12, ,350, ,38.99, ,170, ,18.94, 
7345,2018/19,S08000024, ,Total,d,"F50 - F59, F70 - F99",180, ,20.05, ,140, ,15.59, ,20, ,2.23, 
7346,2018/19,S08000024, ,SMR01, ,"F50 - F59, F70 - F99",60, ,6.68, ,50, ,5.57, , ,:, ,:
7347,2018/19,S08000024, ,SMR04, ,"F50 - F59, F70 - F99",120, ,13.37, ,90, ,10.02, ,20, ,2.23, 
7348,2018/19,S08000024, ,Total,d,F20 - F29,980, ,109.16, ,580, ,64.6, ,170, ,18.94, 
7349,2018/19,S08000024, ,SMR01, ,F20 - F29,40, ,4.46, ,30, ,3.34, , ,:, ,:
7350,2018/19,S08000024, ,SMR04, ,F20 - F29,940, ,104.7, ,570, ,63.49, ,170, ,18.94, 
7351,2018/19,S08000025, ,Total,d,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7352,2018/19,S08000025, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7353,2018/19,S08000025, ,SMR04, ,F60 - F69, ,:, ,:, ,:, ,:, ,:, ,:
7354,2018/19,S08000025, ,Total,d,F10 - F19,50, ,225.33, ,40, ,180.26, , ,:, ,:
7355,2018/19,S08000025, ,SMR01, ,F10 - F19,50, ,225.33, ,40, ,180.26, , ,:, ,:
7356,2018/19,S08000025, ,SMR04, ,F10 - F19, ,:, ,:, ,:, ,:, ,:, ,:
7357,2018/19,S08000025, ,Total,d,F30 - F39,10, ,45.07, ,10, ,45.07, , ,:, ,:
7358,2018/19,S08000025, ,SMR01, ,F30 - F39,10, ,45.07, ,10, ,45.07, , ,:, ,:
7359,2018/19,S08000025, ,SMR04, ,F30 - F39, ,:, ,:, ,:, ,:, ,:, ,:
7360,2018/19,S08000025, ,Total,d,F40 - F49,0, ,0, ,0, ,0, , ,:, ,:
7361,2018/19,S08000025, ,SMR01, ,F40 - F49,0, ,0, ,0, ,0, , ,:, ,:
7362,2018/19,S08000025, ,SMR04, ,F40 - F49, ,:, ,:, ,:, ,:, ,:, ,:
7363,2018/19,S08000025, ,Total,d,F00 - F09 or Chapter G and second position F00,0, ,0, ,0, ,0, , ,:, ,:
7364,2018/19,S08000025, ,SMR01, ,F00 - F09 or Chapter G and second position F00,0, ,0, ,0, ,0, , ,:, ,:
7365,2018/19,S08000025, ,SMR04, ,F00 - F09 or Chapter G and second position F00, ,:, ,:, ,:, ,:, ,:, ,:
7366,2018/19,S08000025, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
7367,2018/19,S08000025, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
7368,2018/19,S08000025, ,SMR04, ,"F50 - F59, F70 - F99", ,:, ,:, ,:, ,:, ,:, ,:
7369,2018/19,S08000025, ,Total,d,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
7370,2018/19,S08000025, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
7371,2018/19,S08000025, ,SMR04, ,F20 - F29, ,:, ,:, ,:, ,:, ,:, ,:
7372,2018/19,S08000026, ,Total,d,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7373,2018/19,S08000026, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7374,2018/19,S08000026, ,SMR04, ,F60 - F69, ,:, ,:, ,:, ,:, ,:, ,:
7375,2018/19,S08000026, ,Total,d,F10 - F19,30, ,130.49, ,30, ,130.49, , ,:, ,:
7376,2018/19,S08000026, ,SMR01, ,F10 - F19,30, ,130.49, ,30, ,130.49, , ,:, ,:
7377,2018/19,S08000026, ,SMR04, ,F10 - F19, ,:, ,:, ,:, ,:, ,:, ,:
7378,2018/19,S08000026, ,Total,d,F30 - F39,20, ,86.99, ,20, ,86.99, , ,:, ,:
7379,2018/19,S08000026, ,SMR01, ,F30 - F39,20, ,86.99, ,20, ,86.99, , ,:, ,:
7380,2018/19,S08000026, ,SMR04, ,F30 - F39, ,:, ,:, ,:, ,:, ,:, ,:
7381,2018/19,S08000026, ,Total,d,F40 - F49,10, ,43.5, ,10, ,43.5, , ,:, ,:
7382,2018/19,S08000026, ,SMR01, ,F40 - F49,10, ,43.5, ,10, ,43.5, , ,:, ,:
7383,2018/19,S08000026, ,SMR04, ,F40 - F49, ,:, ,:, ,:, ,:, ,:, ,:
7384,2018/19,S08000026, ,Total,d,F00 - F09 or Chapter G and second position F00,20, ,86.99, ,20, ,86.99, , ,:, ,:
7385,2018/19,S08000026, ,SMR01, ,F00 - F09 or Chapter G and second position F00,20, ,86.99, ,20, ,86.99, , ,:, ,:
7386,2018/19,S08000026, ,SMR04, ,F00 - F09 or Chapter G and second position F00, ,:, ,:, ,:, ,:, ,:, ,:
7387,2018/19,S08000026, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
7388,2018/19,S08000026, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
7389,2018/19,S08000026, ,SMR04, ,"F50 - F59, F70 - F99", ,:, ,:, ,:, ,:, ,:, ,:
7390,2018/19,S08000026, ,Total,d,F20 - F29,10, ,43.5, ,0, ,0, , ,:, ,:
7391,2018/19,S08000026, ,SMR01, ,F20 - F29,10, ,43.5, ,0, ,0, , ,:, ,:
7392,2018/19,S08000026, ,SMR04, ,F20 - F29, ,:, ,:, ,:, ,:, ,:, ,:
7393,2018/19,S08000030, ,Total,d,F60 - F69,270, ,64.89, ,130, ,31.24, ,20, ,4.81, 
7394,2018/19,S08000030, ,SMR01, ,F60 - F69,10, ,2.4, ,10, ,2.4, , ,:, ,:
7395,2018/19,S08000030, ,SMR04, ,F60 - F69,270, ,64.89, ,120, ,28.84, ,20, ,4.81, 
7396,2018/19,S08000030, ,Total,d,F10 - F19,1140, ,273.99, ,780, ,187.46, ,10, ,2.4, 
7397,2018/19,S08000030, ,SMR01, ,F10 - F19,640, ,153.82, ,420, ,100.94, , ,:, ,:
7398,2018/19,S08000030, ,SMR04, ,F10 - F19,500, ,120.17, ,420, ,100.94, ,10, ,2.4, 
7399,2018/19,S08000030, ,Total,d,F30 - F39,500, ,120.17, ,340, ,81.72, ,40, ,9.61, 
7400,2018/19,S08000030, ,SMR01, ,F30 - F39,40, ,9.61, ,30, ,7.21, , ,:, ,:
7401,2018/19,S08000030, ,SMR04, ,F30 - F39,460, ,110.56, ,320, ,76.91, ,40, ,9.61, 
7402,2018/19,S08000030, ,Total,d,F40 - F49,290, ,69.7, ,240, ,57.68, ,20, ,4.81, 
7403,2018/19,S08000030, ,SMR01, ,F40 - F49,100, ,24.03, ,80, ,19.23, , ,:, ,:
7404,2018/19,S08000030, ,SMR04, ,F40 - F49,190, ,45.66, ,160, ,38.45, ,20, ,4.81, 
7405,2018/19,S08000030, ,Total,d,F00 - F09 or Chapter G and second position F00,1010, ,242.74, ,560, ,134.59, ,50, ,12.02, 
7406,2018/19,S08000030, ,SMR01, ,F00 - F09 or Chapter G and second position F00,790, ,189.87, ,400, ,96.14, , ,:, ,:
7407,2018/19,S08000030, ,SMR04, ,F00 - F09 or Chapter G and second position F00,220, ,52.87, ,190, ,45.66, ,50, ,12.02, 
7408,2018/19,S08000030, ,Total,d,"F50 - F59, F70 - F99",90, ,21.63, ,60, ,14.42, ,10, ,2.4, 
7409,2018/19,S08000030, ,SMR01, ,"F50 - F59, F70 - F99",40, ,9.61, ,30, ,7.21, , ,:, ,:
7410,2018/19,S08000030, ,SMR04, ,"F50 - F59, F70 - F99",50, ,12.02, ,30, ,7.21, ,10, ,2.4, 
7411,2018/19,S08000030, ,Total,d,F20 - F29,350, ,84.12, ,240, ,57.68, ,70, ,16.82, 
7412,2018/19,S08000030, ,SMR01, ,F20 - F29,10, ,2.4, ,10, ,2.4, , ,:, ,:
7413,2018/19,S08000030, ,SMR04, ,F20 - F29,340, ,81.72, ,230, ,55.28, ,70, ,16.82, 
7414,2018/19,S08000028, ,Total,d,F60 - F69,0, ,0, ,0, ,0, ,0, ,0, 
7415,2018/19,S08000028, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
7416,2018/19,S08000028, ,SMR04, ,F60 - F69,0, ,0, ,0, ,0, ,0, ,0, 
7417,2018/19,S08000028, ,Total,d,F10 - F19,80, ,298.17, ,50, ,186.36, ,0, ,0, 
7418,2018/19,S08000028, ,SMR01, ,F10 - F19,80, ,298.17, ,50, ,186.36, , ,:, ,:
7419,2018/19,S08000028, ,SMR04, ,F10 - F19,0, ,0, ,0, ,0, ,0, ,0, 
7420,2018/19,S08000028, ,Total,d,F30 - F39,30, ,111.82, ,20, ,74.54, ,0, ,0, 
7421,2018/19,S08000028, ,SMR01, ,F30 - F39,10, ,37.27, ,10, ,37.27, , ,:, ,:
7422,2018/19,S08000028, ,SMR04, ,F30 - F39,20, ,74.54, ,20, ,74.54, ,0, ,0, 
7423,2018/19,S08000028, ,Total,d,F40 - F49,10, ,37.27, ,10, ,37.27, ,0, ,0, 
7424,2018/19,S08000028, ,SMR01, ,F40 - F49,0, ,0, ,0, ,0, , ,:, ,:
7425,2018/19,S08000028, ,SMR04, ,F40 - F49,10, ,37.27, ,10, ,37.27, ,0, ,0, 
7426,2018/19,S08000028, ,Total,d,F00 - F09 or Chapter G and second position F00,50, ,186.36, ,20, ,74.54, ,0, ,0, 
7427,2018/19,S08000028, ,SMR01, ,F00 - F09 or Chapter G and second position F00,40, ,149.09, ,20, ,74.54, , ,:, ,:
7428,2018/19,S08000028, ,SMR04, ,F00 - F09 or Chapter G and second position F00,10, ,37.27, ,10, ,37.27, ,0, ,0, 
7429,2018/19,S08000028, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,0, ,0, 
7430,2018/19,S08000028, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
7431,2018/19,S08000028, ,SMR04, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,0, ,0, 
7432,2018/19,S08000028, ,Total,d,F20 - F29,10, ,37.27, ,10, ,37.27, ,0, ,0, 
7433,2018/19,S08000028, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
7434,2018/19,S08000028, ,SMR04, ,F20 - F29,10, ,37.27, ,10, ,37.27, ,0, ,0, 
7435,2018/19,SB0802, ,Total,d,F60 - F69,10, , ,:,10, , ,:,10, , ,:
7436,2018/19,SB0802, ,SMR01, ,F60 - F69, ,:, ,:, ,:, ,:, ,:, ,:
7437,2018/19,SB0802, ,SMR04, ,F60 - F69,10, , ,:,10, , ,:,10, , ,:
7438,2018/19,SB0802, ,Total,d,F10 - F19,0, , ,:,0, , ,:,0, , ,:
7439,2018/19,SB0802, ,SMR01, ,F10 - F19, ,:, ,:, ,:, ,:, ,:, ,:
7440,2018/19,SB0802, ,SMR04, ,F10 - F19,0, , ,:,0, , ,:,0, , ,:
7441,2018/19,SB0802, ,Total,d,F30 - F39,0, , ,:,0, , ,:,0, , ,:
7442,2018/19,SB0802, ,SMR01, ,F30 - F39, ,:, ,:, ,:, ,:, ,:, ,:
7443,2018/19,SB0802, ,SMR04, ,F30 - F39,0, , ,:,0, , ,:,0, , ,:
7444,2018/19,SB0802, ,Total,d,F40 - F49,0, , ,:,0, , ,:,0, , ,:
7445,2018/19,SB0802, ,SMR01, ,F40 - F49, ,:, ,:, ,:, ,:, ,:, ,:
7446,2018/19,SB0802, ,SMR04, ,F40 - F49,0, , ,:,0, , ,:,0, , ,:
7447,2018/19,SB0802, ,Total,d,F00 - F09 or Chapter G and second position F00,0, , ,:,0, , ,:,0, , ,:
7448,2018/19,SB0802, ,SMR01, ,F00 - F09 or Chapter G and second position F00, ,:, ,:, ,:, ,:, ,:, ,:
7449,2018/19,SB0802, ,SMR04, ,F00 - F09 or Chapter G and second position F00,0, , ,:,0, , ,:,0, , ,:
7450,2018/19,SB0802, ,Total,d,"F50 - F59, F70 - F99",10, , ,:,10, , ,:,0, , ,:
