financial_year,health_board,icd10codes,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf,hospital_residents_count,hospital_residents_count_qf,hospital_residents_rates,hospital_residents_rates_qf,diagnosis_grouping
2018,NHS Lothian,"F50 - F59, F70 - F99",180,NA,20.05,NA,140,NA,15.59,NA,20,NA,2.23,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2018,NHS Lothian,F20 - F29,980,NA,109.16,NA,580,NA,64.6,NA,170,NA,18.94,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2018,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2018,NHS Orkney,F10 - F19,50,NA,225.33,NA,40,NA,180.26,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2018,NHS Orkney,F30 - F39,10,NA,45.07,NA,10,NA,45.07,NA,NA,:,NA,:,Mood Disorders
2018,NHS Orkney,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2018,NHS Orkney,F00 - F09 or Chapter G and second position F00,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2018,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2018,NHS Orkney,F20 - F29,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2018,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2018,NHS Shetland,F10 - F19,30,NA,130.49,NA,30,NA,130.49,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2018,NHS Shetland,F30 - F39,20,NA,86.99,NA,20,NA,86.99,NA,NA,:,NA,:,Mood Disorders
2018,NHS Shetland,F40 - F49,10,NA,43.5,NA,10,NA,43.5,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2018,NHS Shetland,F00 - F09 or Chapter G and second position F00,20,NA,86.99,NA,20,NA,86.99,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2018,NHS Shetland,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2018,NHS Shetland,F20 - F29,10,NA,43.5,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2018,NHS Tayside,F60 - F69,270,NA,64.89,NA,130,NA,31.24,NA,20,NA,4.81,NA,Disorders of Adult Personality & Behaviour
2018,NHS Tayside,F10 - F19,1140,NA,273.99,NA,780,NA,187.46,NA,10,NA,2.4,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2018,NHS Tayside,F30 - F39,500,NA,120.17,NA,340,NA,81.72,NA,40,NA,9.61,NA,Mood Disorders
2018,NHS Tayside,F40 - F49,290,NA,69.7,NA,240,NA,57.68,NA,20,NA,4.81,NA,"Neurotic, Stress-related & Somatoform Disorders"
2018,NHS Tayside,F00 - F09 or Chapter G and second position F00,1010,NA,242.74,NA,560,NA,134.59,NA,50,NA,12.02,NA,"Organic, Including Symptomatic Mental Disorders"
2018,NHS Tayside,"F50 - F59, F70 - F99",90,NA,21.63,NA,60,NA,14.42,NA,10,NA,2.4,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2018,NHS Tayside,F20 - F29,350,NA,84.12,NA,240,NA,57.68,NA,70,NA,16.82,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2018,NHS Western Isles,F60 - F69,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2018,NHS Western Isles,F10 - F19,80,NA,298.17,NA,50,NA,186.36,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2018,NHS Western Isles,F30 - F39,30,NA,111.82,NA,20,NA,74.54,NA,0,NA,0,NA,Mood Disorders
2018,NHS Western Isles,F40 - F49,10,NA,37.27,NA,10,NA,37.27,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2018,NHS Western Isles,F00 - F09 or Chapter G and second position F00,50,NA,186.36,NA,20,NA,74.54,NA,0,NA,0,NA,"Organic, Including Symptomatic Mental Disorders"
2018,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2018,NHS Western Isles,F20 - F29,10,NA,37.27,NA,10,NA,37.27,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2018,State Hospitals Board for Scotland,F60 - F69,10,NA,NA,:,10,NA,NA,:,10,NA,NA,:,Disorders of Adult Personality & Behaviour
2018,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2018,State Hospitals Board for Scotland,F30 - F39,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mood Disorders
2018,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2018,State Hospitals Board for Scotland,F00 - F09 or Chapter G and second position F00,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Organic, Including Symptomatic Mental Disorders"
2018,State Hospitals Board for Scotland,"F50 - F59, F70 - F99",10,NA,NA,:,10,NA,NA,:,0,NA,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2018,State Hospitals Board for Scotland,F20 - F29,40,NA,NA,:,40,NA,NA,:,60,NA,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Ayrshire and Arran,F60 - F69,100,NA,27.07,NA,60,NA,16.24,NA,10,NA,2.71,NA,Disorders of Adult Personality & Behaviour
2019,NHS Ayrshire and Arran,F10 - F19,1270,NA,343.84,NA,660,NA,178.69,NA,10,NA,2.71,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Ayrshire and Arran,F30 - F39,180,NA,48.73,NA,140,NA,37.9,NA,20,NA,5.41,NA,Mood Disorders
2019,NHS Ayrshire and Arran,F40 - F49,180,NA,48.73,NA,150,NA,40.61,NA,10,NA,2.71,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,500,NA,135.37,NA,300,NA,81.22,NA,40,NA,10.83,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",30,NA,8.12,NA,30,NA,8.12,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Ayrshire and Arran,F20 - F29,240,NA,64.98,NA,170,NA,46.03,NA,40,NA,10.83,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Borders,F60 - F69,50,NA,43.29,NA,30,NA,25.97,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2019,NHS Borders,F10 - F19,210,NA,181.8,NA,130,NA,112.54,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Borders,F30 - F39,130,NA,112.54,NA,70,NA,60.6,NA,10,NA,8.66,NA,Mood Disorders
2019,NHS Borders,F40 - F49,80,NA,69.26,NA,50,NA,43.29,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Borders,F00 - F09 or Chapter G and second position F00,360,NA,311.66,NA,160,NA,138.52,NA,10,NA,8.66,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Borders,"F50 - F59, F70 - F99",30,NA,25.97,NA,20,NA,17.31,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Borders,F20 - F29,80,NA,69.26,NA,60,NA,51.94,NA,10,NA,8.66,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Dumfries and Galloway,F60 - F69,90,NA,60.46,NA,50,NA,33.59,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2019,NHS Dumfries and Galloway,F10 - F19,380,NA,255.27,NA,170,NA,114.2,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Dumfries and Galloway,F30 - F39,440,NA,295.58,NA,100,NA,67.18,NA,10,NA,6.72,NA,Mood Disorders
2019,NHS Dumfries and Galloway,F40 - F49,120,NA,80.61,NA,60,NA,40.31,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,310,NA,208.25,NA,160,NA,107.48,NA,20,NA,13.44,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",30,NA,20.15,NA,20,NA,13.44,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Dumfries and Galloway,F20 - F29,260,NA,174.66,NA,90,NA,60.46,NA,20,NA,13.44,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Fife,F60 - F69,260,NA,69.6,NA,130,NA,34.8,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2019,NHS Fife,F10 - F19,920,NA,246.29,NA,510,NA,136.53,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Fife,F30 - F39,390,NA,104.4,NA,260,NA,69.6,NA,20,NA,5.35,NA,Mood Disorders
2019,NHS Fife,F40 - F49,180,NA,48.19,NA,140,NA,37.48,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Fife,F00 - F09 or Chapter G and second position F00,1340,NA,358.72,NA,640,NA,171.33,NA,50,NA,13.39,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Fife,"F50 - F59, F70 - F99",30,NA,8.03,NA,20,NA,5.35,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Fife,F20 - F29,400,NA,107.08,NA,230,NA,61.57,NA,40,NA,10.71,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Forth Valley,F60 - F69,120,NA,39.13,NA,70,NA,22.83,NA,10,NA,3.26,NA,Disorders of Adult Personality & Behaviour
2019,NHS Forth Valley,F10 - F19,920,NA,300.03,NA,380,NA,123.92,NA,10,NA,3.26,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Forth Valley,F30 - F39,190,NA,61.96,NA,110,NA,35.87,NA,20,NA,6.52,NA,Mood Disorders
2019,NHS Forth Valley,F40 - F49,190,NA,61.96,NA,140,NA,45.66,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,1200,NA,391.34,NA,360,NA,117.4,NA,30,NA,9.78,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Forth Valley,"F50 - F59, F70 - F99",50,NA,16.31,NA,30,NA,9.78,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Forth Valley,F20 - F29,360,NA,117.4,NA,190,NA,61.96,NA,50,NA,16.31,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Grampian,F60 - F69,270,NA,46.1,NA,150,NA,25.61,NA,10,NA,1.71,NA,Disorders of Adult Personality & Behaviour
2019,NHS Grampian,F10 - F19,810,NA,138.3,NA,540,NA,92.2,NA,10,NA,1.71,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Grampian,F30 - F39,590,NA,100.73,NA,370,NA,63.17,NA,30,NA,5.12,NA,Mood Disorders
2019,NHS Grampian,F40 - F49,210,NA,35.85,NA,190,NA,32.44,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Grampian,F00 - F09 or Chapter G and second position F00,830,NA,141.71,NA,560,NA,95.61,NA,50,NA,8.54,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Grampian,"F50 - F59, F70 - F99",70,NA,11.95,NA,60,NA,10.24,NA,10,NA,1.71,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Grampian,F20 - F29,540,NA,92.2,NA,340,NA,58.05,NA,70,NA,11.95,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Greater Glasgow and Clyde,F60 - F69,740,NA,62.55,NA,380,NA,32.12,NA,30,NA,2.54,NA,Disorders of Adult Personality & Behaviour
2019,NHS Greater Glasgow and Clyde,F10 - F19,7880,NA,666.04,NA,3190,NA,269.63,NA,30,NA,2.54,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Greater Glasgow and Clyde,F30 - F39,1490,NA,125.94,NA,950,NA,80.3,NA,110,NA,9.3,NA,Mood Disorders
2019,NHS Greater Glasgow and Clyde,F40 - F49,540,NA,45.64,NA,390,NA,32.96,NA,20,NA,1.69,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,3210,NA,271.32,NA,1300,NA,109.88,NA,170,NA,14.37,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",410,NA,34.65,NA,240,NA,20.29,NA,50,NA,4.23,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Greater Glasgow and Clyde,F20 - F29,1820,NA,153.83,NA,1070,NA,90.44,NA,260,NA,21.98,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Highland,F60 - F69,120,NA,37.3,NA,80,NA,24.87,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2019,NHS Highland,F10 - F19,760,NA,236.24,NA,490,NA,152.32,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Highland,F30 - F39,210,NA,65.28,NA,150,NA,46.63,NA,20,NA,6.22,NA,Mood Disorders
2019,NHS Highland,F40 - F49,170,NA,52.84,NA,140,NA,43.52,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Highland,F00 - F09 or Chapter G and second position F00,560,NA,174.08,NA,300,NA,93.25,NA,30,NA,9.33,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Highland,"F50 - F59, F70 - F99",50,NA,15.54,NA,30,NA,9.33,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Highland,F20 - F29,220,NA,68.39,NA,160,NA,49.74,NA,30,NA,9.33,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Lanarkshire,F60 - F69,200,NA,30.22,NA,120,NA,18.13,NA,10,NA,1.51,NA,Disorders of Adult Personality & Behaviour
2019,NHS Lanarkshire,F10 - F19,2390,NA,361.08,NA,1010,NA,152.59,NA,10,NA,1.51,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Lanarkshire,F30 - F39,380,NA,57.41,NA,260,NA,39.28,NA,20,NA,3.02,NA,Mood Disorders
2019,NHS Lanarkshire,F40 - F49,420,NA,63.45,NA,320,NA,48.35,NA,10,NA,1.51,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,2200,NA,332.38,NA,800,NA,120.86,NA,60,NA,9.06,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Lanarkshire,"F50 - F59, F70 - F99",60,NA,9.06,NA,40,NA,6.04,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Lanarkshire,F20 - F29,470,NA,71.01,NA,300,NA,45.32,NA,60,NA,9.06,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Lothian,F60 - F69,270,NA,29.75,NA,150,NA,16.53,NA,10,NA,1.1,NA,Disorders of Adult Personality & Behaviour
2019,NHS Lothian,F10 - F19,1630,NA,179.6,NA,970,NA,106.88,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Lothian,F30 - F39,1060,NA,116.79,NA,670,NA,73.82,NA,80,NA,8.81,NA,Mood Disorders
2019,NHS Lothian,F40 - F49,480,NA,52.89,NA,330,NA,36.36,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Lothian,F00 - F09 or Chapter G and second position F00,2840,NA,312.92,NA,1240,NA,136.63,NA,150,NA,16.53,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Lothian,"F50 - F59, F70 - F99",220,NA,24.24,NA,150,NA,16.53,NA,20,NA,2.2,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Lothian,F20 - F29,900,NA,99.16,NA,560,NA,61.7,NA,140,NA,15.43,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2019,NHS Orkney,F10 - F19,40,NA,179.61,NA,30,NA,134.71,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Orkney,F30 - F39,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Mood Disorders
2019,NHS Orkney,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Orkney,F00 - F09 or Chapter G and second position F00,10,NA,44.9,NA,10,NA,44.9,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Orkney,F20 - F29,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2019,NHS Shetland,F10 - F19,40,NA,174.52,NA,30,NA,130.89,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Shetland,F30 - F39,20,NA,87.26,NA,10,NA,43.63,NA,NA,:,NA,:,Mood Disorders
2019,NHS Shetland,F40 - F49,10,NA,43.63,NA,10,NA,43.63,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Shetland,F00 - F09 or Chapter G and second position F00,20,NA,87.26,NA,20,NA,87.26,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Shetland,"F50 - F59, F70 - F99",10,NA,43.63,NA,10,NA,43.63,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Shetland,F20 - F29,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Tayside,F60 - F69,230,NA,55.09,NA,140,NA,33.54,NA,10,NA,2.4,NA,Disorders of Adult Personality & Behaviour
2019,NHS Tayside,F10 - F19,1300,NA,311.4,NA,840,NA,201.21,NA,10,NA,2.4,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Tayside,F30 - F39,460,NA,110.19,NA,320,NA,76.65,NA,30,NA,7.19,NA,Mood Disorders
2019,NHS Tayside,F40 - F49,300,NA,71.86,NA,240,NA,57.49,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Tayside,F00 - F09 or Chapter G and second position F00,1210,NA,289.84,NA,600,NA,143.72,NA,40,NA,9.58,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Tayside,"F50 - F59, F70 - F99",80,NA,19.16,NA,50,NA,11.98,NA,10,NA,2.4,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Tayside,F20 - F29,310,NA,74.26,NA,210,NA,50.3,NA,50,NA,11.98,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,NHS Western Isles,F60 - F69,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2019,NHS Western Isles,F10 - F19,80,NA,299.4,NA,50,NA,187.13,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,NHS Western Isles,F30 - F39,20,NA,74.85,NA,20,NA,74.85,NA,0,NA,0,NA,Mood Disorders
2019,NHS Western Isles,F40 - F49,20,NA,74.85,NA,20,NA,74.85,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2019,NHS Western Isles,F00 - F09 or Chapter G and second position F00,40,NA,149.7,NA,20,NA,74.85,NA,0,NA,0,NA,"Organic, Including Symptomatic Mental Disorders"
2019,NHS Western Isles,"F50 - F59, F70 - F99",10,NA,37.43,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2019,NHS Western Isles,F20 - F29,10,NA,37.43,NA,10,NA,37.43,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2019,State Hospitals Board for Scotland,F60 - F69,10,NA,NA,:,10,NA,NA,:,0,NA,NA,:,Disorders of Adult Personality & Behaviour
2019,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2019,State Hospitals Board for Scotland,F30 - F39,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mood Disorders
2019,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2019,State Hospitals Board for Scotland,F00 - F09 or Chapter G and second position F00,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Organic, Including Symptomatic Mental Disorders"
2019,State Hospitals Board for Scotland,"F50 - F59, F70 - F99",0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2019,State Hospitals Board for Scotland,F20 - F29,70,NA,NA,:,60,NA,NA,:,60,NA,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Ayrshire and Arran,F60 - F69,60,NA,16.3,NA,40,NA,10.87,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2020,NHS Ayrshire and Arran,F10 - F19,1110,NA,301.64,NA,640,NA,173.92,NA,20,NA,5.43,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Ayrshire and Arran,F30 - F39,190,NA,51.63,NA,150,NA,40.76,NA,30,NA,8.15,NA,Mood Disorders
2020,NHS Ayrshire and Arran,F40 - F49,180,NA,48.91,NA,150,NA,40.76,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,490,NA,133.16,NA,310,NA,84.24,NA,40,NA,10.87,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",40,NA,10.87,NA,30,NA,8.15,NA,10,NA,2.72,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Ayrshire and Arran,F20 - F29,240,NA,65.22,NA,170,NA,46.2,NA,40,NA,10.87,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Borders,F60 - F69,40,NA,34.71,NA,20,NA,17.36,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2020,NHS Borders,F10 - F19,190,NA,164.87,NA,110,NA,95.45,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Borders,F30 - F39,110,NA,95.45,NA,70,NA,60.74,NA,0,NA,0,NA,Mood Disorders
2020,NHS Borders,F40 - F49,50,NA,43.39,NA,40,NA,34.71,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Borders,F00 - F09 or Chapter G and second position F00,330,NA,286.36,NA,140,NA,121.49,NA,10,NA,8.68,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Borders,"F50 - F59, F70 - F99",60,NA,52.07,NA,30,NA,26.03,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Borders,F20 - F29,130,NA,112.81,NA,60,NA,52.07,NA,10,NA,8.68,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Dumfries and Galloway,F60 - F69,100,NA,67.44,NA,50,NA,33.72,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2020,NHS Dumfries and Galloway,F10 - F19,340,NA,229.28,NA,170,NA,114.64,NA,10,NA,6.74,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Dumfries and Galloway,F30 - F39,360,NA,242.77,NA,80,NA,53.95,NA,10,NA,6.74,NA,Mood Disorders
2020,NHS Dumfries and Galloway,F40 - F49,120,NA,80.92,NA,80,NA,53.95,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,220,NA,148.36,NA,130,NA,87.67,NA,20,NA,13.49,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",20,NA,13.49,NA,10,NA,6.74,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Dumfries and Galloway,F20 - F29,160,NA,107.9,NA,90,NA,60.69,NA,20,NA,13.49,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Fife,F60 - F69,130,NA,34.75,NA,60,NA,16.04,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2020,NHS Fife,F10 - F19,820,NA,219.18,NA,410,NA,109.59,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Fife,F30 - F39,280,NA,74.84,NA,180,NA,48.11,NA,20,NA,5.35,NA,Mood Disorders
2020,NHS Fife,F40 - F49,180,NA,48.11,NA,150,NA,40.09,NA,10,NA,2.67,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Fife,F00 - F09 or Chapter G and second position F00,1120,NA,299.36,NA,560,NA,149.68,NA,50,NA,13.36,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Fife,"F50 - F59, F70 - F99",50,NA,13.36,NA,30,NA,8.02,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Fife,F20 - F29,310,NA,82.86,NA,170,NA,45.44,NA,50,NA,13.36,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Forth Valley,F60 - F69,100,NA,32.69,NA,50,NA,16.34,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2020,NHS Forth Valley,F10 - F19,1050,NA,343.22,NA,370,NA,120.94,NA,10,NA,3.27,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Forth Valley,F30 - F39,210,NA,68.64,NA,120,NA,39.22,NA,20,NA,6.54,NA,Mood Disorders
2020,NHS Forth Valley,F40 - F49,160,NA,52.3,NA,100,NA,32.69,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,1400,NA,457.62,NA,380,NA,124.21,NA,30,NA,9.81,NA,"Organic, Including Symptomatic Mental Disorders"
